198,94
149,34
100,101
208,71
3,148
190,141
211,217
191,25
159,38
207,171
155,128
45,175
13,27
3,24
149,111
186,40
140,93
74,240
129,217
4,132
123,129
209,91
38,157
52,198
130,194
126,42
79,171
152,93
133,155
52,40
201,238
80,98
23,89
31,153
63,35
220,186
99,186
213,137
36,200
92,166
86,153
144,166
82,53
194,150
209,3
190,167
176,205
201,200
51,232
45,50
202,22
171,58
209,141
195,2
33,223
103,120
133,4
221,150
58,172
58,202
110,183
61,221
146,19
113,132
8,158
117,210
116,46
203,82
122,91
19,156
71,57
211,139
62,189
225,55
118,218
14,163
158,75
141,239
30,190
129,38
105,3
184,221
227,144
238,107
235,192
198,241
7,166
73,4
112,55
59,165
30,8
20,188
18,161
120,48
43,6
22,149
187,206
62,172
42,236
214,213
185,169
211,127
92,41
131,139
31,125
61,61
133,81
185,87
177,62
135,221
3,92
62,125
233,124
232,33
117,203
181,238
64,84
61,11
230,92
71,226
154,205
242,31
227,177
28,54
90,209
147,87
91,137
146,16
105,21
154,221
194,219
63,73
2,124
19,233
216,91
216,62
231,151
28,215
20,56
204,110
22,108
197,49
181,100
65,221
56,219
200,185
130,198
16,133
79,213
58,230
239,209
228,227
117,13
134,137
5,96
182,27
139,71
11,12
107,76
234,163
231,126
41,53
16,57
121,95
205,179
17,202
81,2
121,198
194,13
28,199
44,210
161,183
39,173
131,146
184,122
1,107
183,42
161,199
34,39
229,240
154,3
134,235
184,12
125,135
203,153
91,4
121,187
123,95
117,11
176,59
68,177
166,186
155,19
142,124
59,63
121,148
1,190
140,185
203,200
12,163
111,38
103,232
226,226
19,100
237,195
94,240
129,18
183,219
37,17
101,31
80,157
114,81
105,189
202,65
147,214
163,15
10,23
182,171
184,201
28,178
153,58
110,217
11,50
129,226
2,230
193,82
79,64
99,184
11,58
184,158
207,40
173,152
63,47
80,5
183,44
118,28
37,164
180,48
149,66
31,152
231,224
234,68
46,25
9,235
18,129
150,226
169,15
70,167
62,86
107,2
65,161
208,102
82,145
85,231
212,116
140,200
33,67
203,79
92,213
6,46
34,156
207,138
106,34
62,103
55,105
105,120
23,70
157,105
150,242
28,119
51,169
12,84
171,215
98,198
120,104
1,154
195,208
227,58
178,47
161,233
152,201
46,110
206,138
150,113
73,178
39,180
208,210
152,241
166,30
102,102
119,54
68,104
47,181
86,208
106,173
166,152
40,129
226,190
177,56
60,102
180,100
39,80
2,192
78,168
157,115
206,211
104,31
7,151
147,93
116,10
201,217
98,241
38,81
123,215
137,184
75,9
219,114
24,221
241,102
147,90
152,45
59,13
11,1
99,158
95,150
168,53
124,201
230,97
39,110
69,111
229,79
55,205
129,79
184,62
116,23
153,203
68,147
216,79
148,7
172,178
157,32
167,216
234,154
70,208
199,75
77,186
154,67
83,218
147,202
38,198
225,126
159,228
208,67
242,48
75,171
227,167
139,151
141,130
62,146
95,196
221,107
139,68
175,158
43,14
117,16
212,35
77,63
20,42
66,198
91,141
61,10
0,200
161,141
87,158
223,118
111,201
225,186
204,157
101,183
106,153
199,11
188,212
74,144
11,140
99,37
216,160
47,152
53,143
50,140
58,208
15,105
167,176
226,63
25,19
3,132
172,203
143,118
107,152
19,118
228,53
91,136
148,138
45,201
217,31
34,210
239,227
72,98
160,55
162,186
74,165
10,182
60,153
57,167
240,11
221,225
242,69
54,147
142,99
41,116
130,75
84,127
237,91
225,90
82,144
211,91
2,221
30,62
66,22
230,63
33,208
224,32
34,35
115,176
69,156
228,200
166,69
19,160
160,179
7,177
16,153
26,18
131,56
15,197
79,2
196,47
145,177
15,114
147,130
226,151
43,211
108,144
215,62
61,67
177,4
2,193
92,28
146,224
19,161
113,33
99,66
16,179
178,31
229,17
161,212
169,139
115,212
218,87
210,214
89,144
153,26
29,3
54,175
227,9
28,97
220,62
164,236
177,34
24,163
52,120
132,221
194,182
125,169
204,92
141,50
236,229
77,22
232,66
132,216
10,96
6,231
158,105
224,92
139,184
12,126
61,79
39,191
18,165
117,222
14,193
208,8
180,42
208,104
43,33
13,54
129,19
220,222
59,201
7,198
142,19
17,139
34,56
87,230
221,139
210,236
25,110
179,140
87,144
1,130
177,14
119,241
211,96
221,27
233,228
161,67
182,178
141,216
234,228
204,148
60,106
141,20
216,12
160,238
91,96
125,204
46,180
202,192
211,180
220,201
100,73
204,40
8,102
191,177
23,87
82,18
193,158
38,101
170,198
96,19
229,157
223,32
94,182
225,62
55,137
199,155
210,160
130,153
197,79
22,220
166,105
238,52
20,211
153,126
166,185
145,88
99,60
55,128
177,37
125,232
109,16
80,11
111,210
164,66
46,122
221,213
227,152
200,182
120,110
0,222
230,145
67,21
140,122
84,75
95,210
64,139
226,144
151,30
47,7
31,93
129,9
241,48
96,198
166,217
1,166
131,231
69,198
188,209
12,29
41,42
239,41
182,158
120,90
123,167
32,154
18,162
163,194
145,195
150,68
169,86
235,57
9,239
190,197
205,137
227,182
180,158
158,119
8,35
144,131
203,176
220,156
30,141
107,176
28,192
1,197
213,236
189,223
232,71
112,130
208,31
4,145
125,162
199,133
197,100
200,92
34,177
183,64
10,226
240,38
175,242
170,81
170,51
239,160
122,108
47,88
75,51
168,200
148,125
25,37
160,225
130,129
95,70
194,40
79,164
60,184
180,231
236,176
83,115
219,65
138,51
51,242
8,199
59,34
236,219
194,58
106,46
64,235
87,52
53,101
151,114
42,88
37,213
199,55
21,176
120,94
227,106
93,171
62,152
205,233
64,91
227,170
138,48
97,160
35,150
196,122
199,238
145,171
144,102
226,165
213,38
16,132
144,110
60,141
197,200
67,18
49,51
123,187
34,220
39,69
63,235
126,197
165,29
126,66
131,44
166,36
83,183
168,162
228,229
61,117
186,63
136,235
114,194
114,83
107,153
152,105
80,214
59,3
0,185
4,66
230,106
102,5
46,27
167,209
13,163
83,135
226,154
127,32
106,242
115,148
87,203
10,103
174,69
41,174
190,45
175,177
86,34
117,132
61,41
33,10
140,117
145,58
206,29
26,69
206,141
152,229
36,162
89,145
167,130
11,114
110,186
226,197
220,100
21,217
76,55
227,216
107,129
210,70
93,236
75,235
69,227
221,106
82,2
8,6
67,198
55,112
141,38
66,54
138,23
28,149
13,190
123,120
76,90
125,104
18,200
31,87
120,9
128,137
189,72
78,13
27,133
126,168
106,127
157,179
85,185
85,98
132,208
218,143
233,36
183,8
236,214
31,48
159,159
185,105
231,20
54,193
153,115
54,194
242,211
130,85
89,216
118,221
181,29
57,107
65,240
50,58
146,81
107,62
176,227
103,99
5,92
228,93
207,39
45,141
7,175
161,96
148,37
10,22
66,2
64,131
177,114
124,80
131,166
78,242
151,116
33,156
208,18
184,172
57,229
70,0
97,232
31,2
204,219
202,27
221,23
93,155
73,217
171,204
76,184
138,227
57,171
75,22
190,16
194,4
181,199
4,35
188,214
215,149
190,175
111,104
133,204
194,206
114,122
102,190
63,240
109,55
169,184
77,116
135,206
55,8
163,238
221,43
209,194
193,156
61,239
195,194
201,147
93,7
26,195
197,25
193,63
80,54
182,93
170,74
56,160
18,219
155,239
20,121
190,148
213,186
144,165
73,37
69,166
44,31
53,176
56,181
239,71
235,178
164,97
188,221
15,206
132,170
137,87
227,20
235,132
206,72
54,214
44,59
137,89
90,126
200,81
64,197
87,235
67,9
24,190
165,217
88,232
145,226
77,64
3,4
196,144
76,185
116,56
1,188
80,26
71,37
107,71
234,195
63,237
139,22
184,239
240,208
228,77
191,240
141,129
2,29
30,13
214,146
69,151
92,84
177,98
122,220
169,113
172,167
42,3
190,162
242,187
127,162
21,10
160,97
139,97
126,169
45,32
8,50
183,100
134,53
198,13
30,60
62,137
227,104
140,174
201,74
53,85
171,9
95,23
106,234
120,167
96,101
200,104
151,75
139,42
128,29
234,158
89,53
52,74
92,127
183,51
136,237
71,65
3,167
88,45
93,144
147,124
180,39
163,88
115,59
65,178
24,56
29,113
44,16
122,137
144,241
235,194
37,173
53,61
153,147
140,58
28,12
32,192
100,147
186,100
18,210
92,47
16,136
208,142
71,23
50,241
107,28
83,17
110,158
10,74
170,43
201,205
125,79
63,143
47,90
125,241
161,124
71,127
201,143
85,8
141,60
31,183
24,114
201,69
208,146
78,70
124,36
33,7
51,31
56,146
31,217
27,102
36,228
180,122
237,14
117,25
197,76
74,90
81,217
172,159
45,53
131,13
60,182
222,81
215,35
227,3
9,189
40,224
174,156
103,103
170,155
128,59
232,138
85,70
112,14
229,92
67,52
40,63
234,19
79,206
232,63
209,242
9,185
98,18
222,203
173,42
19,97
167,228
53,89
12,56
141,53
119,133
7,133
31,240
131,176
174,75
118,89
193,151
107,172
111,215
150,65
70,22
105,172
185,93
18,198
149,95
186,203
228,128
93,194
125,224
127,56
56,2
80,185
88,122
49,199
95,199
22,165
222,62
29,99
155,48
232,62
143,175
200,63
239,51
14,121
210,77
113,202
14,128
144,103
8,128
59,103
85,16
203,242
78,232
98,234
215,88
231,115
198,188
113,194
174,128
8,77
205,56
214,219
184,50
79,192
178,74
230,20
90,190
197,169
115,231
95,87
11,18
138,209
141,8
96,8
136,39
85,33
30,56
188,149
41,202
99,219
33,21
175,59
147,129
228,19
52,15
41,63
33,179
208,174
188,239
213,202
228,0
193,173
149,234
132,183
146,101
205,78
160,109
142,80
63,195
30,104
41,158
172,229
154,47
180,124
184,165
59,70
95,209
239,163
84,142
199,46
220,51
90,55
131,153
185,161
15,135
159,56
229,23
220,140
5,157
200,190
80,194
17,110
95,13
208,180
91,99
226,3
150,9
58,38
162,0
134,177
71,50
168,57
9,145
132,14
238,24
204,10
219,156
55,71
8,196
55,170
199,206
114,193
179,33
128,71
211,199
56,71
13,65
217,81
15,212
105,154
68,34
88,108
233,31
239,46
136,130
187,7
15,123
41,144
129,187
100,121
15,49
121,167
130,136
136,170
48,50
9,51
