73,9
38,61
5,51
72,33
7,66
36,28
35,30
13,17
73,74
51,9
23,48
28,71
72,55
35,31
53,21
73,45
46,46
41,67
33,48
19,40
33,56
68,3
5,16
36,13
25,6
39,65
54,67
55,61
41,25
12,13
62,20
58,28
67,19
14,19
67,34
75,36
25,79
55,46
14,27
59,40
33,17
40,23
3,14
3,60
55,31
73,36
52,51
64,38
5,14
73,7
48,2
43,8
0,34
54,15
61,32
71,29
66,46
68,4
60,7
65,50
38,57
5,9
43,5
63,48
19,71
72,2
74,50
10,74
3,64
24,80
31,30
29,16
76,16
37,71
23,21
40,78
13,62
22,57
67,5
40,5
11,31
23,4
1,33
14,20
32,38
20,63
4,49
15,80
0,52
6,40
73,62
53,5
43,75
78,29
15,38
50,27
4,8
31,21
41,61
42,8
19,78
72,39
62,22
38,62
74,60
37,1
42,9
22,4
4,20
50,19
74,19
46,13
28,13
35,4
74,12
13,28
9,20
67,71
58,41
68,51
20,25
68,78
34,25
2,38
45,52
74,54
6,55
3,50
3,38
55,13
50,3
57,75
39,60
65,16
20,52
2,56
12,70
54,47
14,72
20,76
43,29
65,49
4,68
19,7
25,9
36,10
20,67
73,20
2,28
8,4
19,20
74,73
2,23
64,23
34,42
68,19
27,72
6,62
15,48
71,67
74,18
80,30
4,72
50,22
35,58
26,55
79,35
47,16
74,47
55,28
24,43
47,51
50,69
32,65
52,38
68,62
72,67
11,76
75,61
33,29
39,59
3,53
29,67
69,23
49,44
67,73
22,49
60,72
37,11
73,25
66,60
6,57
46,17
69,40
13,21
5,68
16,8
40,45
75,45
3,43
24,70
52,46
38,31
58,45
36,43
24,58
36,6
75,24
46,7
45,51
76,77
76,51
58,70
31,61
49,71
67,20
36,40
51,44
54,22
7,14
80,43
20,9
2,1
33,63
69,44
60,64
30,37
69,62
33,53
52,19
73,24
60,59
33,46
23,22
69,46
36,68
24,72
13,26
74,46
8,62
9,68
61,39
24,49
36,58
22,8
12,30
32,72
25,0
38,48
38,42
29,10
29,53
1,58
79,75
72,48
10,52
7,50
37,43
43,59
67,72
8,34
63,33
34,36
16,73
78,61
2,43
49,3
14,60
5,21
27,31
9,50
0,46
29,60
24,15
51,48
50,49
17,3
21,49
11,34
46,29
12,14
49,49
78,63
28,2
33,28
41,49
74,70
28,33
4,14
17,70
80,34
18,20
70,64
66,2
79,34
51,76
32,14
78,51
4,46
80,45
14,8
50,59
42,71
8,59
28,69
43,46
25,33
46,10
44,37
55,11
67,68
62,71
33,77
52,63
41,63
11,50
57,7
73,4
76,36
66,36
4,31
46,71
10,25
27,65
